
> find-contract-calls
> ts-node scripts/find-contract-calls.ts

project,file,lineNumber,line
aave-forks,subgraphs/aave-forks/protocols/aave-rwa/src/mapping.ts,510,"const stakedTokenContract = StakedAave.bind(tryRewardAsset.value);"
aave-forks,subgraphs/aave-forks/protocols/aave-v2/src/mapping.ts,416,"const oracle = IPriceOracleGetter.bind(priceOracle);"
aave-forks,subgraphs/aave-forks/protocols/aave-v2/src/mapping.ts,426,"const fallbackOracle = IPriceOracleGetter.bind(tryFallback.value);"
aave-forks,subgraphs/aave-forks/protocols/aave-v2/src/mapping.ts,496,"const aTokenContract = AToken.bind(Address.fromBytes(market.outputToken!));"
aave-forks,subgraphs/aave-forks/protocols/aave-v2/src/mapping.ts,505,"const incentiveControllerContract = AaveIncentivesController.bind("
aave-forks,subgraphs/aave-forks/protocols/aave-v2/src/mapping.ts,547,"const stakedTokenContract = StakedAave.bind(tryRewardAsset.value);"
aave-forks,subgraphs/aave-forks/protocols/aave-v3/src/mapping.ts,600,"const oracle = AaveOracle.bind(priceOracle);"
aave-forks,subgraphs/aave-forks/protocols/aave-v3/src/mapping.ts,624,"const oracle = IPriceOracleGetter.bind(priceOracle);"
aave-forks,subgraphs/aave-forks/protocols/aave-v3/src/mapping.ts,634,"const fallbackOracle = IPriceOracleGetter.bind(tryFallback.value);"
aave-forks,subgraphs/aave-forks/protocols/aave-v3/src/mapping.ts,701,"const pool = LendingPoolContract.bind(poolAddress);"
aave-forks,subgraphs/aave-forks/protocols/aave-v3/src/mapping.ts,731,"const pool = LendingPoolContract.bind(poolAddress);"
aave-forks,subgraphs/aave-forks/protocols/geist-finance/src/mapping.ts,203,"const gTokenContract = GToken.bind(Address.fromBytes(market.outputToken!));"
aave-forks,subgraphs/aave-forks/protocols/geist-finance/src/mapping.ts,417,"const geistFtmLP = SpookySwapOracle.bind("
aave-forks,subgraphs/aave-forks/protocols/geist-finance/src/mapping.ts,437,"const gTokenContract = GToken.bind(Address.fromString(GFTM_ADDRESS));"
aave-forks,subgraphs/aave-forks/protocols/geist-finance/src/mapping.ts,449,"const crvFtmLP = SpookySwapOracle.bind("
aave-forks,subgraphs/aave-forks/protocols/geist-finance/src/mapping.ts,469,"const gTokenContract = GToken.bind(Address.fromString(GFTM_ADDRESS));"
aave-forks,subgraphs/aave-forks/protocols/geist-finance/src/mapping.ts,496,"const gTokenContract = GToken.bind(Address.fromBytes(market.outputToken!));"
aave-forks,subgraphs/aave-forks/protocols/geist-finance/src/mapping.ts,501,"const incentiveControllerContract = ChefIncentivesController.bind("
aave-forks,subgraphs/aave-forks/protocols/kinza-finance/src/mapping.ts,581,"const oracle = AaveOracle.bind(priceOracle);"
aave-forks,subgraphs/aave-forks/protocols/kinza-finance/src/mapping.ts,613,"const pool = LendingPoolContract.bind(poolAddress);"
aave-forks,subgraphs/aave-forks/protocols/pac-finance/src/mapping.ts,581,"const oracle = AaveOracle.bind(priceOracle);"
aave-forks,subgraphs/aave-forks/protocols/pac-finance/src/mapping.ts,613,"const pool = LendingPoolContract.bind(poolAddress);"
aave-forks,subgraphs/aave-forks/protocols/radiant-capital/src/mapping.ts,178,"const rTokenContract = RToken.bind(Address.fromBytes(market.outputToken!));"
aave-forks,subgraphs/aave-forks/protocols/radiant-capital/src/rewards.ts,41,"const incentiveController = ChefIncentivesController.bind("
aave-forks,subgraphs/aave-forks/protocols/radiant-capital/src/rewards.ts,129,"const pair = UniswapV2Pair.bind(Address.fromString(RDNT_WETH_Uniswap_Pair));"
aave-forks,subgraphs/aave-forks/protocols/radiant-capital/src/rewards.ts,147,"const rToken = RToken.bind(Address.fromString(RWETH_ADDRESS));"
aave-forks,subgraphs/aave-forks/protocols/radiant-capital-v2/src/mapping.ts,181,"const rTokenContract = RToken.bind(Address.fromBytes(market.outputToken!));"
aave-forks,subgraphs/aave-forks/protocols/radiant-capital-v2/src/rewards.ts,37,"const incentiveController = ChefIncentivesController.bind("
aave-forks,subgraphs/aave-forks/protocols/radiant-capital-v2/src/rewards.ts,128,"const rdntAddress = ERC20.bind("
aave-forks,subgraphs/aave-forks/protocols/radiant-capital-v2/src/rewards.ts,131,"const wethAddress = ERC20.bind("
aave-forks,subgraphs/aave-forks/protocols/radiant-capital-v2/src/rewards.ts,160,"const rToken = RToken.bind(Address.fromString(rewardConfig.rTokenMarket));"
aave-forks,subgraphs/aave-forks/protocols/seamless-protocol/src/mapping.ts,600,"const oracle = AaveOracle.bind(priceOracle);"
aave-forks,subgraphs/aave-forks/protocols/seamless-protocol/src/mapping.ts,624,"const oracle = IPriceOracleGetter.bind(priceOracle);"
aave-forks,subgraphs/aave-forks/protocols/seamless-protocol/src/mapping.ts,634,"const fallbackOracle = IPriceOracleGetter.bind(tryFallback.value);"
aave-forks,subgraphs/aave-forks/protocols/seamless-protocol/src/mapping.ts,701,"const pool = LendingPoolContract.bind(poolAddress);"
aave-forks,subgraphs/aave-forks/protocols/seamless-protocol/src/mapping.ts,731,"const pool = LendingPoolContract.bind(poolAddress);"
aave-forks,subgraphs/aave-forks/protocols/seismic/src/mapping.ts,416,"const oracle = IPriceOracleGetter.bind(priceOracle);"
aave-forks,subgraphs/aave-forks/protocols/seismic/src/mapping.ts,426,"const fallbackOracle = IPriceOracleGetter.bind(tryFallback.value);"
aave-forks,subgraphs/aave-forks/protocols/seismic/src/mapping.ts,499,"const aTokenContract = AToken.bind(Address.fromBytes(market.outputToken!));"
aave-forks,subgraphs/aave-forks/protocols/seismic/src/mapping.ts,508,"const incentiveControllerContract = AaveIncentivesController.bind("
aave-forks,subgraphs/aave-forks/protocols/seismic/src/mapping.ts,550,"const stakedTokenContract = StakedAave.bind(tryRewardAsset.value);"
aave-forks,subgraphs/aave-forks/protocols/spark-lend/src/mapping.ts,581,"const oracle = AaveOracle.bind(priceOracle);"
aave-forks,subgraphs/aave-forks/protocols/spark-lend/src/mapping.ts,613,"const pool = LendingPoolContract.bind(poolAddress);"
aave-forks,subgraphs/aave-forks/protocols/superlend/src/mapping.ts,547,"const oracle = AaveOracle.bind(priceOracle);"
aave-forks,subgraphs/aave-forks/protocols/superlend/src/mapping.ts,557,"const fallbackOracle = IPriceOracleGetter.bind(tryFallback.value);"
aave-forks,subgraphs/aave-forks/protocols/superlend/src/mapping.ts,580,"const pool = LendingPoolContract.bind(poolAddress);"
aave-forks,subgraphs/aave-forks/protocols/uwu-lend/src/mapping.ts,410,"const aTokenContract = AToken.bind(Address.fromBytes(market.outputToken!));"
aave-forks,subgraphs/aave-forks/protocols/uwu-lend/src/mapping.ts,423,"const incentiveControllerContract = ChefIncentivesController.bind("
aave-forks,subgraphs/aave-forks/protocols/uwu-lend/src/mapping.ts,517,"const oracle = IPriceOracleGetter.bind(priceOracle);"
aave-forks,subgraphs/aave-forks/protocols/uwu-lend/src/mapping.ts,527,"const fallbackOracle = IPriceOracleGetter.bind(tryFallback.value);"
aave-forks,subgraphs/aave-forks/protocols/uwu-lend/src/mapping.ts,541,"const sushiContract = SushiSwapLP.bind(Address.fromString(UWU_WETH_LP));"
aave-forks,subgraphs/aave-forks/protocols/zerolend/src/mapping.ts,581,"const oracle = AaveOracle.bind(priceOracle);"
aave-forks,subgraphs/aave-forks/protocols/zerolend/src/mapping.ts,613,"const pool = LendingPoolContract.bind(poolAddress);"
aave-forks,subgraphs/aave-forks/src/helpers.ts,104,"const vTokenContract = AToken.bind(Address.fromBytes(market._vToken!));"
aave-forks,subgraphs/aave-forks/src/helpers.ts,113,"const sTokenContract = AToken.bind(Address.fromBytes(market._sToken!));"
aave-forks,subgraphs/aave-forks/src/helpers.ts,125,"const aTokenContract = AToken.bind(Address.fromBytes(market.outputToken!));"
aave-forks,subgraphs/aave-forks/src/helpers.ts,145,"const aTokenContract = AToken.bind(Address.fromBytes(market.outputToken!));"
aave-forks,subgraphs/aave-forks/src/helpers.ts,157,"const stableDebtTokenContract = StableDebtToken.bind("
aave-forks,subgraphs/aave-forks/src/helpers.ts,171,"const variableDebtTokenContract = VariableDebtToken.bind("
aave-forks,subgraphs/aave-forks/src/helpers.ts,191,"const aTokenContract = AToken.bind(Address.fromBytes(market.outputToken!));"
aave-forks,subgraphs/aave-forks/src/mapping.ts,491,"const stableDebtContract = StableDebtToken.bind("
aave-forks,subgraphs/aave-forks/src/mapping.ts,497,"const variableDebtContract = VariableDebtToken.bind("
aave-forks,subgraphs/aave-forks/src/mapping.ts,522,"const aTokenContract = AToken.bind(Address.fromBytes(market.outputToken!));"
aave-forks,subgraphs/aave-forks/src/mapping.ts,1222,"const tokenContract = ERC20.bind(asset);"
aave-forks,subgraphs/aave-forks/src/sdk/token.ts,114,"const contract = ERC20.bind(tokenAddress);"
aave-forks,subgraphs/aave-forks/src/sdk/token.ts,115,"const contractSymbolBytes = ERC20SymbolBytes.bind(tokenAddress);"
aave-forks,subgraphs/aave-forks/src/sdk/token.ts,144,"const contract = ERC20.bind(tokenAddress);"
aave-forks,subgraphs/aave-forks/src/sdk/token.ts,145,"const contractNameBytes = ERC20NameBytes.bind(tokenAddress);"
aave-forks,subgraphs/aave-forks/src/sdk/token.ts,174,"const contract = ERC20.bind(tokenAddress);"
aave-governance,subgraphs/aave-governance/protocols/aave-governance/src/aave-governance-v-2.ts,113,"const contract = AaveGovernanceV2.bind(Address.fromString(contractAddress));"
aave-governance,subgraphs/aave-governance/protocols/aave-governance/src/aave-governance-v-2.ts,139,"const contract = AaveGovernanceV2.bind(contractAddress);"
aave-governance,subgraphs/aave-governance/protocols/aave-governance/src/aave-governance-v-2.ts,142,"const governanceStrategyContract = GovernanceStrategy.bind(govStratAddress);"
aave-governance,subgraphs/aave-governance/protocols/aave-governance/src/aave-governance-v-2.ts,147,"const executorContract = Executor.bind(executorAddress);"
aave-governance,subgraphs/aave-governance/protocols/dydx-governance/src/dydx-governor.ts,113,"const contract = DydxGovernor.bind(Address.fromString(contractAddress));"
aave-governance,subgraphs/aave-governance/protocols/dydx-governance/src/dydx-governor.ts,139,"const contract = DydxGovernor.bind(contractAddress);"
aave-governance,subgraphs/aave-governance/protocols/dydx-governance/src/dydx-governor.ts,142,"const governanceStrategyContract = GovernanceStrategy.bind(govStratAddress);"
aave-governance,subgraphs/aave-governance/protocols/dydx-governance/src/dydx-governor.ts,147,"const executorContract = Executor.bind(executorAddress);"
abracadabra,subgraphs/abracadabra/src/common/metrics.ts,142,"const bentoBoxContract = DegenBox.bind(Address.fromString(protocol.id));"
abracadabra,subgraphs/abracadabra/src/common/metrics.ts,143,"const degenBoxContract = DegenBox.bind("
abracadabra,subgraphs/abracadabra/src/common/metrics.ts,290,"const couldronContract = Cauldron.bind(Address.fromString(market.id));"
abracadabra,subgraphs/abracadabra/src/common/setters.ts,52,"const MarketContract = Cauldron.bind(Address.fromString(marketAddress));"
abracadabra,subgraphs/abracadabra/src/common/tokens.ts,11,"let contract = ERC20.bind(tokenAddress);"
abracadabra,subgraphs/abracadabra/src/common/tokens.ts,12,"let contractSymbolBytes = ERC20SymbolBytes.bind(tokenAddress);"
abracadabra,subgraphs/abracadabra/src/common/tokens.ts,40,"let contract = ERC20.bind(tokenAddress);"
abracadabra,subgraphs/abracadabra/src/common/tokens.ts,41,"let contractNameBytes = ERC20NameBytes.bind(tokenAddress);"
abracadabra,subgraphs/abracadabra/src/common/tokens.ts,69,"let contract = ERC20.bind(tokenAddress);"
abracadabra,subgraphs/abracadabra/src/mapping.ts,94,"const CauldronContract = Cauldron.bind(event.address);"
abracadabra,subgraphs/abracadabra/src/mapping.ts,118,"depositEvent.amount = DegenBox.bind(CauldronContract.bentoBox()).toAmount("
abracadabra,subgraphs/abracadabra/src/mapping.ts,169,"const CauldronContract = Cauldron.bind(event.address);"
abracadabra,subgraphs/abracadabra/src/mapping.ts,188,"withdrawalEvent.amount = DegenBox.bind(CauldronContract.bentoBox()).toAmount("
abracadabra,subgraphs/abracadabra/src/mapping.ts,331,"const CauldronContract = Cauldron.bind(event.address);"
abracadabra,subgraphs/abracadabra/src/mapping.ts,333,"const collateralAmount = DegenBox.bind(CauldronContract.bentoBox()).toAmount("
abracadabra,subgraphs/abracadabra/src/mapping.ts,545,"const marketPriceOracle = MarketOracle.bind("
abracadabra,subgraphs/abracadabra/src/positions.ts,188,"const cauldronContract = Cauldron.bind(marketAddress);"
across-v2,subgraphs/across-v2/src/handlers/liquidity.ts,34,"const hubPoolContract = HubPool.bind("
across-v2,subgraphs/across-v2/src/handlers/liquidity.ts,61,"const erc20 = _ERC20.bind(outputTokenAddress);"
across-v2,subgraphs/across-v2/src/handlers/liquidity.ts,117,"const hubPoolContract = HubPool.bind("
across-v2,subgraphs/across-v2/src/handlers/liquidity.ts,144,"const erc20 = _ERC20.bind(outputTokenAddress);"
across-v2,subgraphs/across-v2/src/handlers/staking.ts,44,"const acceleratingDistributorContract = AcceleratingDistributor.bind("
across-v2,subgraphs/across-v2/src/prices/calculations/CalculationsCurve.ts,17,"return CalculationsCurveContract.bind(contract.address);"
across-v2,subgraphs/across-v2/src/prices/calculations/CalculationsSushiswap.ts,17,"return CalculationsSushiContract.bind(contract.address);"
across-v2,subgraphs/across-v2/src/prices/common/utils.ts,34,"const tokenContract = _ERC20.bind(tokenAddr);"
across-v2,subgraphs/across-v2/src/prices/common/utils.ts,41,"const tokenContract = _ERC20.bind(tokenAddr);"
across-v2,subgraphs/across-v2/src/prices/common/utils.ts,52,"const tokenContract = _ERC20.bind(tokenAddr);"
across-v2,subgraphs/across-v2/src/prices/oracles/AaveOracle.ts,17,"return AaveOracleContract.bind(contract.address);"
across-v2,subgraphs/across-v2/src/prices/oracles/ChainLinkFeed.ts,17,"return ChainLinkContract.bind(contract.address);"
across-v2,subgraphs/across-v2/src/prices/oracles/YearnLensOracle.ts,17,"return YearnLensContract.bind(contract.address);"
across-v2,subgraphs/across-v2/src/prices/routers/CurveRouter.ts,31,"const curveRegistryContract = CurveRegistryContract.bind("
across-v2,subgraphs/across-v2/src/prices/routers/CurveRouter.ts,60,"const poolContract = CurvePoolContract.bind(poolAddress);"
across-v2,subgraphs/across-v2/src/prices/routers/CurveRouter.ts,127,"const curveRegistryContract = CurveRegistryContract.bind("
across-v2,subgraphs/across-v2/src/prices/routers/CurveRouter.ts,174,"const curveRegistryContract = CurveRegistryContract.bind("
across-v2,subgraphs/across-v2/src/prices/routers/CurveRouter.ts,252,"const poolContract = CurvePoolContract.bind(poolAddress);"
across-v2,subgraphs/across-v2/src/prices/routers/CurveRouter.ts,273,"const poolContract = CurvePoolContract.bind(poolAddress);"
across-v2,subgraphs/across-v2/src/prices/routers/CurveRouter.ts,301,"const poolContract = CurvePoolContract.bind(tokenAddress);"
across-v2,subgraphs/across-v2/src/prices/routers/UniswapForksRouter.ts,12,"const lpToken = UniswapRouterContract.bind(tokenAddress);"
across-v2,subgraphs/across-v2/src/prices/routers/UniswapForksRouter.ts,93,"const uniswapForkRouter = UniswapRouterContract.bind(routerAddress.address);"
across-v2,subgraphs/across-v2/src/prices/routers/UniswapForksRouter.ts,120,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
across-v2,subgraphs/across-v2/src/prices/routers/UniswapForksRouter.ts,163,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
across-v2,subgraphs/across-v2/src/util.ts,63,"const tokenContract = _ERC20.bind(tokenAddress);"
across-v2,subgraphs/across-v2/src/util.ts,73,"const tokenContract = _ERC20.bind(tokenAddress);"
across-v2,subgraphs/across-v2/src/util.ts,83,"const tokenContract = _ERC20.bind(tokenAddress);"
across-v2,subgraphs/across-v2/src/util.ts,99,"const erc20 = _ERC20.bind(tokenAddress);"
affine-restaking,subgraphs/affine-restaking/src/mappings/handlers.ts,38,"const chainlinkDataFeedContract = ChainlinkDataFeed.bind("
affine-restaking,subgraphs/affine-restaking/src/mappings/handlers.ts,50,"const chainlinkDataFeedContract = ChainlinkDataFeed.bind("
affine-restaking,subgraphs/affine-restaking/src/mappings/handlers.ts,79,"const erc20 = _ERC20.bind(address);"
affine-restaking,subgraphs/affine-restaking/src/mappings/handlers.ts,95,"const contract = LRTEth.bind(event.address);"
affine-restaking,subgraphs/affine-restaking/src/mappings/handlers.ts,118,"const contract = LRTEth.bind(event.address);"
affine-restaking,subgraphs/affine-restaking/src/mappings/handlers.ts,141,"const contract = LRTLinea.bind(event.address);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/entities/market.ts,562,"const contract = Vault.bind(event.address);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/entities/price.ts,57,"const contract = SimplePriceOracle.bind("
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/entities/token.ts,15,"const contract = IERC20Detailed.bind(tokenAddress);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/entities/token.ts,46,"const contractNameBytes = IERC20DetailedBytes.bind(contract._address);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/entities/token.ts,58,"const contractSymbolBytes = IERC20DetailedBytes.bind(contract._address);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/mappings/vault.ts,77,"const contract = Vault.bind(event.address);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/mappings/vault.ts,115,"const contract = Vault.bind(event.address);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/mappings/vault.ts,149,"const contract = Vault.bind(event.address);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/mappings/vault.ts,182,"const contract = Vault.bind(event.address);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/mappings/vault.ts,223,"const contract = Vault.bind(event.address);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/mappings/vault.ts,266,"const vaultContract = Vault.bind(event.address);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/mappings/vault.ts,272,"const configContract = ConfigurableInterestVaultConfig.bind(tryConfig.value);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/mappings/vault.ts,307,"const vaultContract = Vault.bind(event.address);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/mappings/vault.ts,336,"const configContract = ConfigurableInterestVaultConfig.bind(tryConfig.value);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/mappings/vault.ts,376,"const vaultContract = Vault.bind(event.address);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/mappings/vault.ts,377,"const fairlaunchContract = FairLaunch.bind("
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/calculations/CalculationsCurve.ts,12,"return CalculationsCurveContract.bind(contractAddress);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/calculations/CalculationsSushiswap.ts,12,"return CalculationsSushiContract.bind(contractAddress);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/common/utils.ts,31,"const tokenContract = _ERC20.bind(tokenAddr);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/common/utils.ts,38,"const tokenContract = _ERC20.bind(tokenAddr);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/common/utils.ts,49,"const tokenContract = _ERC20.bind(tokenAddr);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/oracles/AaveOracle.ts,12,"return AaveOracleContract.bind(contractAddress);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/oracles/ChainLinkFeed.ts,11,"return ChainLinkContract.bind(config.chainLink());"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/oracles/YearnLensOracle.ts,12,"return YearnLensContract.bind(contractAddress);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/routers/CurveRouter.ts,21,"const curveRegistryContract = CurveRegistryContract.bind("
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/routers/CurveRouter.ts,47,"const poolContract = CurvePoolContract.bind(poolAddress);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/routers/CurveRouter.ts,102,"const curveRegistryContract = CurveRegistryContract.bind("
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/routers/CurveRouter.ts,143,"const curveRegistryContract = CurveRegistryContract.bind("
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/routers/CurveRouter.ts,208,"const poolContract = CurvePoolContract.bind(poolAddress);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/routers/CurveRouter.ts,229,"const poolContract = CurvePoolContract.bind(poolAddress);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/routers/CurveRouter.ts,255,"const poolContract = CurvePoolContract.bind(tokenAddress);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/routers/UniswapForksRouter.ts,11,"const lpToken = UniswapRouterContract.bind(tokenAddress);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/routers/UniswapForksRouter.ts,86,"const uniswapForkRouter = UniswapRouterContract.bind(routerAddress);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/routers/UniswapForksRouter.ts,109,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
alpaca-finance-lending,subgraphs/alpaca-finance-lending/src/prices/routers/UniswapForksRouter.ts,148,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
amphor,subgraphs/amphor/src/common/initializers.ts,34,"const vaultContract = AmphorAsyncVault.bind(poolAddress);"
amphor,subgraphs/amphor/src/common/utils.ts,37,"const contract = ERC20.bind(address);"
amphor,subgraphs/amphor/src/common/utils.ts,57,"const vaultContract = AmphorAsyncVault.bind("
amphor,subgraphs/amphor/src/common/utils.ts,70,"const vaultContract = LRTVault.bind(Address.fromBytes(pool.getBytesID()));"
amphor,subgraphs/amphor/src/common/utils.ts,81,"const contract = ERC20.bind(Address.fromBytes(pool.getBytesID()));"
amphor,subgraphs/amphor/src/prices/calculations/CalculationsCurve.ts,17,"return CalculationsCurveContract.bind(contract.address);"
amphor,subgraphs/amphor/src/prices/calculations/CalculationsSushiswap.ts,17,"return CalculationsSushiContract.bind(contract.address);"
amphor,subgraphs/amphor/src/prices/common/utils.ts,49,"const tokenContract = _ERC20.bind(tokenAddr);"
amphor,subgraphs/amphor/src/prices/common/utils.ts,56,"const tokenContract = _ERC20.bind(tokenAddr);"
amphor,subgraphs/amphor/src/prices/common/utils.ts,67,"const tokenContract = _ERC20.bind(tokenAddr);"
amphor,subgraphs/amphor/src/prices/oracles/AaveOracle.ts,17,"return AaveOracleContract.bind(contract.address);"
amphor,subgraphs/amphor/src/prices/oracles/ChainLinkFeed.ts,17,"return ChainLinkContract.bind(contract.address);"
amphor,subgraphs/amphor/src/prices/oracles/YearnLensOracle.ts,17,"return YearnLensContract.bind(contract.address);"
amphor,subgraphs/amphor/src/prices/routers/CurveRouter.ts,31,"const curveRegistryContract = CurveRegistryContract.bind("
amphor,subgraphs/amphor/src/prices/routers/CurveRouter.ts,60,"const poolContract = CurvePoolContract.bind(poolAddress);"
amphor,subgraphs/amphor/src/prices/routers/CurveRouter.ts,130,"const curveRegistryContract = CurveRegistryContract.bind("
amphor,subgraphs/amphor/src/prices/routers/CurveRouter.ts,177,"const curveRegistryContract = CurveRegistryContract.bind("
amphor,subgraphs/amphor/src/prices/routers/CurveRouter.ts,255,"const poolContract = CurvePoolContract.bind(poolAddress);"
amphor,subgraphs/amphor/src/prices/routers/CurveRouter.ts,276,"const poolContract = CurvePoolContract.bind(poolAddress);"
amphor,subgraphs/amphor/src/prices/routers/CurveRouter.ts,304,"const poolContract = CurvePoolContract.bind(tokenAddress);"
amphor,subgraphs/amphor/src/prices/routers/CurveRouter.ts,337,"const poolContract = CurvePoolContract.bind(poolAddress);"
amphor,subgraphs/amphor/src/prices/routers/UniswapForksRouter.ts,12,"const lpToken = UniswapRouterContract.bind(tokenAddress);"
amphor,subgraphs/amphor/src/prices/routers/UniswapForksRouter.ts,94,"const uniswapForkRouter = UniswapRouterContract.bind(router.address);"
amphor,subgraphs/amphor/src/prices/routers/UniswapForksRouter.ts,117,"const routerContract = UniswapRouterContract.bind(routerAddress);"
amphor,subgraphs/amphor/src/prices/routers/UniswapForksRouter.ts,125,"const factoryContract = UniswapFactoryContract.bind(factoryAddress);"
amphor,subgraphs/amphor/src/prices/routers/UniswapForksRouter.ts,142,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
amphor,subgraphs/amphor/src/prices/routers/UniswapForksRouter.ts,185,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
amphor,subgraphs/amphor/src/prices/routers/UniswapForksRouter.ts,255,"const uniSwapPair = UniswapPairContract.bind(lpAddress);"
anzen-v2,subgraphs/anzen-v2/src/mappings/handlers.ts,113,"const erc20 = _ERC20.bind(address);"
anzen-v2,subgraphs/anzen-v2/src/mappings/handlers.ts,136,"const contract = USDZ.bind(event.address);"
anzen-v2,subgraphs/anzen-v2/src/mappings/handlers.ts,180,"const contract = USDZ.bind(event.address);"
anzen-v2,subgraphs/anzen-v2/src/mappings/handlers.ts,224,"const contract = USDZ.bind(event.address);"
anzen-v2,subgraphs/anzen-v2/src/mappings/handlers.ts,247,"const contract = USDZ.bind(event.address);"
anzen-v2,subgraphs/anzen-v2/src/mappings/handlers.ts,266,"const contract = USDZ.bind(event.address);"
anzen-v2,subgraphs/anzen-v2/src/prices/calculations/CalculationsCurve.ts,17,"return CalculationsCurveContract.bind(contract.address);"
anzen-v2,subgraphs/anzen-v2/src/prices/calculations/CalculationsSushiswap.ts,17,"return CalculationsSushiContract.bind(contract.address);"
anzen-v2,subgraphs/anzen-v2/src/prices/common/utils.ts,56,"const tokenContract = _ERC20.bind(tokenAddr);"
anzen-v2,subgraphs/anzen-v2/src/prices/common/utils.ts,63,"const tokenContract = _ERC20.bind(tokenAddr);"
