
> analyze-token-calls
> ts-node scripts/analyze-token-calls.ts

project,file,lineNumber,line
bedrock-unieth,subgraphs/bedrock-unieth/src/prices/common/utils.ts,49,"const tokenContract = _ERC20.bind(tokenAddr);"
bedrock-unieth,subgraphs/bedrock-unieth/src/prices/common/utils.ts,56,"const tokenContract = _ERC20.bind(tokenAddr);"
bedrock-unieth,subgraphs/bedrock-unieth/src/prices/common/utils.ts,67,"const tokenContract = _ERC20.bind(tokenAddr);"
bedrock-unieth,subgraphs/bedrock-unieth/src/prices/routers/CurveRouter.ts,304,"const poolContract = CurvePoolContract.bind(tokenAddress);"
bedrock-unieth,subgraphs/bedrock-unieth/src/prices/routers/UniswapForksRouter.ts,12,"const lpToken = UniswapRouterContract.bind(tokenAddress);"
bedrock-unieth,subgraphs/bedrock-unieth/src/prices/routers/UniswapForksRouter.ts,142,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
bedrock-unieth,subgraphs/bedrock-unieth/src/prices/routers/UniswapForksRouter.ts,185,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
beefy-finance,subgraphs/beefy-finance/src/mappings/token.ts,5,"const tokenContract = ERC20.bind(tokenAddress);"
beefy-finance,subgraphs/beefy-finance/src/mappings/token.ts,15,"const tokenContract = ERC20.bind(tokenAddress);"
beefy-finance,subgraphs/beefy-finance/src/mappings/token.ts,25,"const tokenContract = ERC20.bind(tokenAddress);"
beefy-finance,subgraphs/beefy-finance/src/prices/common/utils.ts,13,"const token = ERC20.bind(tokenAddr);"
beefy-finance,subgraphs/beefy-finance/src/prices/oracles/ChainLinkFeed.ts,20,"const tokenContract = ERC20.bind(tokenAddr);"
beefy-finance,subgraphs/beefy-finance/src/prices/routers/SushiSwapRouter.ts,20,"const lpToken = SushiSwapPairContract.bind(tokenAddress);"
beefy-finance,subgraphs/beefy-finance/src/prices/routers/SushiSwapRouter.ts,143,"const sushiswapPair = SushiSwapPairContract.bind(tokenAddress);"
beefy-finance,subgraphs/beefy-finance/src/prices/routers/SushiSwapRouter.ts,177,"const sushiSwapPair = SushiSwapPairContract.bind(tokenAddress);"
beefy-finance,subgraphs/beefy-finance/src/prices/routers/UniswapRouter.ts,19,"const lpToken = UniswapPairContract.bind(tokenAddress);"
beefy-finance,subgraphs/beefy-finance/src/prices/routers/UniswapRouter.ts,156,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
beefy-finance,subgraphs/beefy-finance/src/prices/routers/UniswapRouter.ts,193,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
beethovenx-sftmx,subgraphs/beethovenx-sftmx/src/mappings/handlers.ts,74,"const erc20 = _ERC20.bind(address);"
belt-finance,subgraphs/belt-finance/src/common/initializers.ts,126,"const contract = ERC20Contract.bind(address);"
belt-finance,subgraphs/belt-finance/src/common/utils.ts,33,"const token = ERC20Contract.bind(tokenAddr);"
belt-finance,subgraphs/belt-finance/src/prices/common/utils.ts,30,"const token = _ERC20.bind(tokenAddr);"
belt-finance,subgraphs/belt-finance/src/prices/routers/UniswapForksRouter.ts,11,"const lpToken = UniswapRouterContract.bind(tokenAddress);"
belt-finance,subgraphs/belt-finance/src/prices/routers/UniswapForksRouter.ts,112,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
belt-finance,subgraphs/belt-finance/src/prices/routers/UniswapForksRouter.ts,146,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
benqi-staked-avax,subgraphs/benqi-staked-avax/src/mappings/handlers.ts,141,"const erc20 = _ERC20.bind(address);"
benqi-staked-avax,subgraphs/benqi-staked-avax/src/mappings/helpers.ts,36,"const sAVAXContract = SAVAX.bind(pricedToken);"
benqi-staked-avax,subgraphs/benqi-staked-avax/src/prices/common/utils.ts,49,"const tokenContract = _ERC20.bind(tokenAddr);"
benqi-staked-avax,subgraphs/benqi-staked-avax/src/prices/common/utils.ts,56,"const tokenContract = _ERC20.bind(tokenAddr);"
benqi-staked-avax,subgraphs/benqi-staked-avax/src/prices/common/utils.ts,67,"const tokenContract = _ERC20.bind(tokenAddr);"
benqi-staked-avax,subgraphs/benqi-staked-avax/src/prices/routers/CurveRouter.ts,304,"const poolContract = CurvePoolContract.bind(tokenAddress);"
benqi-staked-avax,subgraphs/benqi-staked-avax/src/prices/routers/UniswapForksRouter.ts,13,"const lpToken = UniswapRouterContract.bind(tokenAddress);"
benqi-staked-avax,subgraphs/benqi-staked-avax/src/prices/routers/UniswapForksRouter.ts,143,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
benqi-staked-avax,subgraphs/benqi-staked-avax/src/prices/routers/UniswapForksRouter.ts,186,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
binance-staked-eth,subgraphs/binance-staked-eth/src/mappings/handlers.ts,145,"const erc20 = _ERC20.bind(address);"
binance-staked-eth,subgraphs/binance-staked-eth/src/mappings/helpers.ts,36,"const wbEthContract = WBETH.bind(pricedToken);"
binance-staked-eth,subgraphs/binance-staked-eth/src/mappings/helpers.ts,59,"const wbEthContract = WBETH.bind(pricedToken);"
binance-staked-eth,subgraphs/binance-staked-eth/src/prices/common/utils.ts,49,"const tokenContract = _ERC20.bind(tokenAddr);"
binance-staked-eth,subgraphs/binance-staked-eth/src/prices/common/utils.ts,56,"const tokenContract = _ERC20.bind(tokenAddr);"
binance-staked-eth,subgraphs/binance-staked-eth/src/prices/common/utils.ts,67,"const tokenContract = _ERC20.bind(tokenAddr);"
binance-staked-eth,subgraphs/binance-staked-eth/src/prices/routers/CurveRouter.ts,304,"const poolContract = CurvePoolContract.bind(tokenAddress);"
binance-staked-eth,subgraphs/binance-staked-eth/src/prices/routers/UniswapForksRouter.ts,13,"const lpToken = UniswapRouterContract.bind(tokenAddress);"
binance-staked-eth,subgraphs/binance-staked-eth/src/prices/routers/UniswapForksRouter.ts,143,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
binance-staked-eth,subgraphs/binance-staked-eth/src/prices/routers/UniswapForksRouter.ts,186,"const uniSwapPair = UniswapPairContract.bind(tokenAddress);"
blackwing,subgraphs/blackwing/src/mappings/handlers.ts,74,"const erc20 = _ERC20.bind(address);"
blackwing,subgraphs/blackwing/src/mappings/helpers.ts,50,"const pendlePTContract = PendlePT.bind(pricedToken);"
blackwing,subgraphs/blackwing/src/mappings/helpers.ts,116,"const egEthContract = EGETH.bind(pricedToken);"
